date,day,tempSkin,dailyrmssd,deeprmssd,restingHeartRate,breathingRate,spo2avg
2023-04-11,5,-0.0,77.04,63.962,54,15.4,93.1
2023-04-12,6,0.3,72.95,66.635,54,15.0,92.0
2023-04-13,7,-0.1,92.629,76.072,54,16.0,93.2
2023-04-14,8,-0.2,69.581,75.387,54,15.2,93.6
2023-04-15,9,0.6,70.133,79.565,54,15.2,94.8
2023-04-16,10,-0.2,75.504,75.852,54,15.2,94.2
2023-04-17,11,-0.2,76.86,72.383,54,15.4,95.7
2023-04-18,12,0.0,71.542,62.631,54,15.0,93.3
2023-04-19,13,0.4,71.253,72.356,53,14.8,92.9
2023-04-20,14,0.3,77.527,92.754,54,14.2,95.8
2023-04-21,15,0.4,62.935,341.118,53,12.8,95.3
2023-04-22,16,-2.6,82.606,80.812,53,14.8,90.1
2023-04-23,17,0.7,86.992,85.316,52,15.4,96.4
2023-04-24,18,-0.6,82.352,73.797,52,14.6,95.8
2023-04-25,19,0.3,71.184,61.943,53,15.0,95.8
2023-04-26,20,-1.8,49.409,42.82,55,15.4,97.0
2023-04-27,21,-0.4,68.178,67.102,57,14.2,95.9
2023-04-28,22,0.3,62.529,59.814,56,14.2,95.9
2023-04-30,24,-0.2,80.49,73.715,55,15.0,93.2
2023-05-01,25,-1.3,71.646,65.158,56,13.4,96.4
2023-05-02,26,-2.2,70.85,58.753,57,15.6,93.5
2023-05-03,27,-0.1,66.483,58.932,55,14.0,92.9
2023-05-05,29,-0.3,52.352,46.459,57,14.8,94.1
2023-05-06,30,-1.0,45.273,43.282,58,15.0,93.7
2023-05-08,32,-0.1,53.441,57.425,60,15.6,94.9
2023-05-09,33,-0.4,43.824,38.815,60,15.4,94.3
2023-05-10,34,-0.0,42.733,41.652,61,15.8,95.6
2023-05-11,35,-0.1,43.797,44.046,60,15.6,95.3
2023-05-12,36,0.5,48.006,44.706,60,16.2,92.8
2023-05-14,38,1.2,55.004,53.41,58,16.2,92.8
2023-05-15,1,-0.4,63.988,67.678,56,16.2,93.2
2023-05-16,2,0.9,72.189,65.696,55,15.4,94.4
2023-05-18,4,-0.9,60.203,61.914,55,15.8,92.8
2023-05-19,5,-0.2,77.463,70.296,54,15.8,94.9
2023-05-20,6,0.3,82.314,76.372,53,16.2,95.4
2023-05-21,7,-1.2,75.119,73.887,53,16.6,92.5
2023-05-22,8,0.1,75.626,76.011,52,15.6,91.3
2023-05-23,9,0.6,61.905,61.375,53,15.0,91.1
2023-05-25,11,-0.6,68.594,58.387,54,15.8,97.2
2023-05-27,13,1.2,66.58,65.029,54,15.8,92.7
2023-05-28,14,-0.1,74.28,67.824,53,15.4,95.9
2023-05-29,15,-0.0,70.181,71.206,53,14.8,95.4
2023-05-31,17,-1.3,82.114,78.526,54,16.2,92.1
2023-06-01,18,-0.7,71.613,63.325,54,15.4,95.0
2023-06-04,21,-1.0,77.868,70.586,55,15.8,92.8
2023-06-05,22,-1.2,65.765,59.018,57,16.6,93.5
2023-06-06,23,0.5,65.343,53.953,56,14.8,90.6
2023-06-07,24,0.5,72.635,57.694,57,16.6,95.8
2023-06-09,26,0.5,65.189,65.579,56,16.4,93.1
2023-06-11,28,-0.3,62.077,57.288,57,16.4,96.8
2023-06-12,29,1.4,49.656,46.93,58,15.8,95.1
2023-06-14,31,0.2,60.847,66.31,59,16.2,94.0
2023-06-15,32,0.8,54.326,62.78,60,14.8,94.5
2023-06-17,34,-0.9,54.091,37.987,60,15.4,93.6
2023-06-18,35,-1.9,46.602,48.227,60,15.2,95.1
2023-06-20,2,-0.5,68.84,67.519,58,16.2,93.1
2023-06-21,3,0.3,61.405,59.67,57,15.4,93.0
2023-06-22,4,0.5,54.058,59.004,56,15.4,92.4
2023-06-23,5,-0.6,71.336,74.582,55,15.4,93.8
2023-06-24,6,-0.1,64.59,65.315,55,16.2,94.9
2023-06-25,7,-0.5,76.056,67.635,53,16.0,93.1
2023-06-26,8,-0.0,71.373,74.306,53,14.8,93.7
2023-06-27,9,-0.4,72.792,65.332,53,15.6,95.3
2023-06-28,10,-0.3,72.904,70.397,52,16.2,94.9
2023-06-29,11,-0.4,68.179,65.314,53,15.6,96.4
2023-06-30,12,0.9,74.521,66.692,53,14.0,94.6
2023-07-01,13,-1.1,82.261,73.231,52,15.8,95.6
2023-07-02,14,-2.3,82.316,73.477,52,14.0,94.6
2023-07-03,15,-1.8,71.414,65.131,53,15.8,96.0
2023-07-04,16,-1.3,71.414,61.896,54,16.0,95.1
2023-07-05,17,0.5,71.785,68.558,53,15.6,95.9
2023-07-06,18,-0.3,69.171,65.727,54,15.6,94.4
2023-07-07,19,0.5,71.735,63.701,54,15.0,93.3
2023-07-08,20,-0.3,65.157,67.478,54,15.2,93.4
2023-07-09,21,-0.0,62.824,68.81,54,15.4,91.7
2023-07-10,22,0.5,78.764,78.713,54,15.0,95.7
2023-07-11,23,-0.5,78.677,75.009,54,15.6,93.5
2023-07-12,24,0.1,78.753,70.207,53,15.0,93.5
2023-07-13,25,-0.2,71.051,65.48,54,14.8,94.3
2023-07-14,26,0.8,74.012,75.028,54,15.0,94.5
2023-07-18,30,-0.2,79.433,55.475,55,15.6,94.8
2023-07-19,31,0.3,72.846,71.814,55,15.6,93.3
2023-07-20,32,0.1,68.07,69.451,56,16.2,95.2
2023-07-21,33,0.6,73.447,81.537,56,14.6,93.0
2023-07-22,34,0.4,55.644,51.87,57,14.4,94.5
2023-07-23,35,-1.1,69.767,64.855,57,15.8,94.3
2023-07-24,36,0.2,46.82,43.431,58,15.0,94.9
2023-07-28,40,-1.4,62.437,70.685,56,15.8,94.8
2023-07-29,41,-1.9,59.756,56.139,57,16.2,92.1
2023-07-30,42,-0.6,56.704,55.95,58,15.6,94.1
2023-07-31,43,-0.1,51.833,40.129,58,15.0,93.4
2023-08-01,44,0.5,51.644,47.455,60,15.0,93.4
2023-08-02,45,0.4,61.756,56.518,61,15.0,96.0
2023-08-03,46,1.2,49.018,42.549,62,16.2,90.1
2023-08-04,47,1.1,58.829,60.795,62,15.8,92.7
2023-08-05,48,-0.0,52.774,51.94,61,14.6,94.6
2023-08-06,1,0.6,61.337,61.387,58,16.6,94.4
2023-08-07,2,-0.4,66.363,60.917,57,15.6,95.3
2023-08-08,3,0.5,70.831,58.596,57,16.0,94.2
2023-08-09,4,-0.1,67.567,63.68,57,17.0,92.6
2023-08-11,6,0.8,55.677,55.088,58,17.6,92.0
2023-08-12,7,0.1,0.0,85.481,59,17.2,95.2
2023-08-13,8,1.1,62.692,47.985,59,15.8,94.7
2023-08-14,9,1.7,86.03,87.652,58,13.6,92.1
2023-08-15,10,0.1,74.555,58.158,56,16.4,98.3
2023-08-16,11,-0.8,89.417,71.462,54,16.2,95.6
2023-08-17,12,0.0,70.106,65.622,55,16.0,93.6
2023-08-18,13,-1.0,79.756,73.879,53,15.0,95.7
2023-08-19,14,-0.9,62.18,54.2,54,15.4,95.2
2023-08-20,15,-0.1,59.202,51.19,55,15.2,95.6
2023-08-21,16,-1.2,72.592,71.388,55,15.8,94.8
2023-08-22,17,0.6,69.931,61.877,55,16.2,91.9
2023-08-23,18,-1.4,79.903,68.752,54,15.4,95.2
2023-08-24,19,-1.6,77.269,63.443,54,16.2,94.5
2023-08-26,21,0.5,61.951,60.212,56,15.0,93.5
2023-08-27,22,-0.0,71.704,75.014,55,15.4,95.0
2023-08-28,23,0.3,46.093,46.59,57,15.2,95.8
2023-08-29,24,-0.2,65.591,54.025,57,15.6,93.3
2023-08-30,25,0.2,73.511,68.686,57,15.8,94.7
2023-08-31,26,0.8,58.024,62.471,58,16.0,92.8
2023-09-01,27,1.1,46.774,47.986,58,16.2,93.5
2023-09-02,28,-0.1,47.583,46.668,60,16.4,94.1
2023-09-03,29,-0.7,49.826,43.856,61,16.4,93.0
2023-09-04,30,-0.1,46.045,43.614,62,16.4,96.2
2023-09-05,31,1.0,49.405,43.739,61,16.6,94.0
2023-09-06,32,0.6,50.063,51.775,61,17.2,96.3
2023-09-07,33,0.1,63.06,62.88,59,16.4,95.2
2023-09-08,1,-0.6,85.421,92.864,56,16.0,95.9
2023-09-09,2,-0.9,74.479,68.919,55,16.0,97.2
2023-09-11,4,0.0,83.954,83.175,51,15.4,96.4
2023-09-12,5,-0.5,87.646,83.197,51,14.6,94.6
2023-09-14,7,-0.3,87.15,86.198,50,15.0,94.9
2023-09-19,12,0.6,72.55,65.189,51,14.6,93.8
2023-09-21,14,1.0,78.811,76.114,51,15.0,93.0
2023-09-22,15,0.3,80.738,63.795,53,15.8,96.1
2023-09-23,16,1.1,68.254,66.85,54,15.0,95.0
2023-09-24,17,-0.6,73.118,76.035,54,15.0,94.0
2023-09-25,18,0.6,65.586,65.594,56,14.8,92.6
2023-09-26,19,1.2,73.16,67.622,55,15.4,91.9
2023-09-28,21,-1.3,62.449,55.612,55,15.0,94.0
2023-09-30,23,-0.2,71.855,64.152,55,14.8,94.1
2023-10-01,24,-1.0,70.534,61.268,55,15.8,96.2
2023-10-03,26,1.0,66.47,60.665,54,16.8,93.1
2023-10-04,27,1.2,77.413,69.437,54,15.4,94.2
2023-10-05,28,0.0,71.763,68.298,54,15.6,94.5
2023-10-06,29,1.0,77.719,70.296,53,13.6,95.7
2023-10-08,31,1.2,68.844,67.31,55,16.4,94.9
2023-10-10,33,0.5,54.361,45.353,58,15.0,92.6
2023-10-11,34,0.7,35.094,35.689,60,15.4,93.5
2023-10-12,35,0.7,43.42,38.296,62,16.2,92.9
2023-10-13,36,-0.8,40.787,36.376,64,16.4,93.6
2023-10-14,37,0.5,39.231,33.88,64,17.0,94.4
2023-10-15,1,1.4,70.671,68.623,62,16.4,95.2
2023-10-16,2,-0.0,68.967,65.968,60,16.4,92.2
2023-10-17,3,1.2,72.18,75.519,57,15.2,93.6
2023-10-18,4,0.7,95.437,101.247,55,14.8,93.8
2023-10-19,5,-1.2,66.492,55.217,55,17.2,93.0
2023-10-21,7,0.1,79.446,74.928,53,14.6,92.2
2023-10-22,8,0.2,72.594,67.709,53,15.8,92.1
2023-10-23,9,0.8,68.62,62.906,54,15.4,92.7
2023-10-24,10,0.2,62.655,61.228,55,14.6,92.9
2023-10-26,12,0.0,61.165,59.35,55,15.8,95.8
2023-10-27,13,-1.3,62.669,58.861,56,16.4,92.9
2023-10-29,15,-0.1,56.527,57.287,57,12.8,94.2
2023-10-30,16,0.2,79.446,87.586,55,15.2,92.3
2023-10-31,17,-0.9,69.983,62.528,55,15.8,95.5
2023-11-01,18,-1.1,71.32,73.252,55,16.0,94.9
2023-11-02,19,-0.8,68.364,67.623,55,16.0,93.1
2023-11-03,20,0.5,68.577,67.85,53,14.0,95.4
2023-11-04,21,-0.4,72.852,72.865,53,14.6,94.0
2023-11-05,22,0.8,66.85,65.165,54,15.6,93.6
2023-11-06,23,-1.2,61.205,54.627,55,15.0,93.0
2023-11-07,24,-0.3,58.324,60.812,56,15.2,92.9
2023-11-08,25,-0.5,45.356,43.907,59,16.0,96.2
2023-11-09,26,0.3,40.931,34.062,61,15.8,92.8
2023-11-10,27,-0.2,50.513,49.283,62,15.2,92.7
2023-11-11,28,-0.3,61.321,54.065,60,14.0,93.1
2023-11-12,29,-0.5,45.528,48.462,60,14.8,95.7
2023-11-13,30,-0.5,49.065,42.7,62,16.2,93.5
2023-11-14,31,0.5,37.417,34.673,64,16.8,95.3
2023-11-15,32,0.8,35.582,29.854,64,15.6,95.4
2023-11-16,33,1.0,34.095,30.356,64,16.8,94.7
2023-11-17,34,0.9,44.036,34.002,63,17.2,95.0
2023-11-18,35,-0.1,38.325,34.982,65,17.6,94.7
2023-11-19,36,0.4,46.25,46.37,63,18.6,92.1
2023-11-20,37,-1.1,50.063,52.07,63,16.8,94.2
2023-11-21,1,0.4,52.772,50.974,61,17.4,92.6
2023-11-22,2,0.2,61.377,56.284,59,16.6,93.5
2023-11-23,3,0.9,77.376,74.285,58,17.2,92.8
2023-11-24,4,0.7,91.834,88.949,56,16.4,93.1
2023-11-25,5,0.0,89.9,90.617,55,16.2,95.6
