date,dailyrmssd,deeprmssd
2023-09-28,62.449,55.612
2023-09-29,76.151,62.51
2023-09-30,71.855,64.152
2023-10-01,70.534,61.268
2023-10-02,77.201,74.711
2023-10-03,66.47,60.665
2023-10-04,77.413,69.437
2023-10-05,71.763,68.298
2023-10-06,77.719,70.296
2023-10-07,73.625,84.806
2023-10-08,68.844,67.31
2023-10-09,62.009,60.458
2023-10-10,54.361,45.353
2023-10-11,35.094,35.689
2023-10-12,43.42,38.296
2023-10-13,40.787,36.376
2023-10-14,39.231,33.88
2023-10-15,70.671,68.623
2023-10-16,68.967,65.968
2023-10-17,72.18,75.519
2023-10-18,95.437,101.247
2023-10-19,66.492,55.217
2023-10-20,67.909,64.894
2023-10-21,79.446,74.928
2023-10-22,72.594,67.709
2023-10-23,68.62,62.906
2023-10-24,62.655,61.228
2023-10-25,57.824,52.04
2023-10-26,61.165,59.35
2023-10-27,62.669,58.861
2023-10-29,56.527,57.287
2023-10-30,79.446,87.586
2023-10-31,69.983,62.528
2023-11-01,71.32,73.252
2023-11-02,68.364,67.623
2023-11-03,68.577,67.85
2023-11-04,72.852,72.865
2023-11-05,66.85,65.165
2023-11-06,61.205,54.627
2023-11-07,58.324,60.812
2023-11-08,45.356,43.907
2023-11-09,40.931,34.062
2023-11-10,50.513,49.283
2023-11-11,61.321,54.065
2023-11-12,45.528,48.462
2023-11-13,49.065,42.7
2023-11-14,37.417,34.673
2023-11-15,35.582,29.854
2023-11-16,34.095,30.356
2023-11-17,44.036,34.002
2023-11-18,38.325,34.982
2023-11-19,46.25,46.37
2023-11-20,50.063,52.07
2023-11-21,52.772,50.974
2023-11-22,61.377,56.284
2023-11-23,77.376,74.285
2023-11-24,91.834,88.949
2023-11-25,89.9,90.617
